graph,source,target,edge_type,weight,abs_weight
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Waist_Circumference,BMI,directed,0.9193865833151693,0.9193865833151693
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Vigorous_Activity,Waist_Circumference,directed,-0.18255739579895436,0.18255739579895436
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Sedentary_Minutes,Waist_Circumference,directed,0.1241155822332794,0.1241155822332794
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Age,Vigorous_Activity,directed,-0.3404018843043337,0.3404018843043337
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Income_Ratio,Vigorous_Activity,directed,0.1819155200221772,0.1819155200221772
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Income_Ratio,Sedentary_Minutes,directed,0.16617307885053267,0.16617307885053267
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Age,Systolic_BP,directed,0.481586076987802,0.481586076987802
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,BMI,Systolic_BP,directed,0.1292751011241593,0.1292751011241593
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Age,Diastolic_BP,directed,-0.2032068418440448,0.2032068418440448
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Systolic_BP,Diastolic_BP,directed,0.5161321985618458,0.5161321985618458
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Protein_g,Total_Calories,directed,0.43924415987614096,0.43924415987614096
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Carbohydrates_g,Total_Calories,directed,0.7465568212473601,0.7465568212473601
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Gender,Protein_g,directed,-0.1445257183505774,0.1445257183505774
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Carbohydrates_g,Protein_g,directed,0.8173686495082275,0.8173686495082275
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Total_Sugars_g,Protein_g,directed,-0.3732150659409075,0.3732150659409075
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Gender,Carbohydrates_g,directed,-0.10902847831023865,0.10902847831023865
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Total_Sugars_g,Carbohydrates_g,directed,0.8247584594072419,0.8247584594072419
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Gender,Total_Sugars_g,directed,-0.15043211393208306,0.15043211393208306
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Age,Dietary_Fiber_g,directed,0.12486091340883393,0.12486091340883393
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Carbohydrates_g,Dietary_Fiber_g,directed,1.095194694554051,1.095194694554051
directlingam_measure_pwling_threshold_0p100_constraint_nhanes_strict_tiers,Total_Sugars_g,Dietary_Fiber_g,directed,-0.6395484397415666,0.6395484397415666
